Submission id;Participant id;Status;Custom study tncs accepted at;Started at;Completed at;Reviewed at;Archived at;Time taken;Completion code;Total approvals;Fluent languages;Age;Sex;Ethnicity simplified;Country of birth;Country of residence;Nationality;Language;Student status;Employment status
6835de322d0bfb2cf3f596c1;5efb49177e130c0785b93842;APPROVED;Not Applicable;2025-05-27T15:45:58.426000Z;2025-05-27T16:08:34.606000Z;2025-05-27T16:08:35.289000Z;2025-05-27T16:08:35.151426Z;1357.0;72AAC84F;1913;English;31;Female;White;United Kingdom;United Kingdom;United Kingdom;English;DATA_EXPIRED;DATA_EXPIRED
6835de34672ff487c9c99de0;6760535cc41b9ba5ae52a0ed;APPROVED;Not Applicable;2025-05-27T15:45:58.803000Z;2025-05-27T15:56:34.880000Z;2025-05-27T15:56:36.840000Z;2025-05-27T15:56:35.460318Z;637.0;72AAC84F;19;English;22;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6835de35c7425442beaa998a;6775b137d24627f397e82c11;APPROVED;Not Applicable;2025-05-27T15:46:16.240000Z;2025-05-27T15:52:11.500000Z;2025-06-02T08:38:48.249000Z;2025-05-27T15:52:12.084077Z;356.0;72AAC84F;10;English;21;Female;White;United Kingdom;United Kingdom;United Kingdom;English;Yes;Part-Time
6835de5de6300524c3d4ad10;6744d143eddffd17d345b192;APPROVED;Not Applicable;2025-05-27T15:46:41.290000Z;2025-05-27T15:53:19.480000Z;2025-06-02T08:38:47.971000Z;2025-05-27T15:53:19.996516Z;399.0;72AAC84F;892;English;25;Male;White;United Kingdom;United Kingdom;United Kingdom;English;DATA_EXPIRED;Part-Time
6835de6324ce7589d9360ed3;67e0870d582edce0a2764d1f;APPROVED;Not Applicable;2025-05-27T15:47:45.887000Z;2025-05-27T16:10:33.443000Z;2025-05-27T16:10:34.428000Z;2025-05-27T16:10:34.785425Z;1368.0;72AAC84F;414;English;28;Male;Black;United Kingdom;United Kingdom;United Kingdom;English;Yes;Full-Time
6835dee6ffc350f3f0fb6be0;676054e83e05d53860441b69;APPROVED;Not Applicable;2025-05-27T15:48:57.546000Z;2025-05-27T15:57:43.216000Z;2025-06-02T08:38:48.522000Z;2025-05-27T15:57:43.718110Z;526.0;72AAC84F;3;English;23;Female;White;United Kingdom;United Kingdom;United Kingdom;English;Yes;Part-Time
6835e0406344deaf86abb080;5ef7c6094ffead5091899f98;APPROVED;Not Applicable;2025-05-27T15:54:40.617000Z;2025-05-27T16:06:24.077000Z;2025-05-27T16:06:28.036000Z;2025-05-27T16:06:24.743689Z;704.0;72AAC84F;1625;English;27;Male;White;United Kingdom;United Kingdom;United Kingdom;English;Yes;Full-Time
6835e3411909a55a2932333a;6640ca30c419e64ec9a51033;APPROVED;Not Applicable;2025-05-27T16:07:40.639000Z;2025-05-27T16:17:55.973000Z;2025-05-27T16:17:56.765000Z;2025-05-27T16:17:56.633970Z;616.0;72AAC84F;847;English;28;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Part-Time
6835e79ba207b5b4ec40031a;5cfbef1b50597d0001e8f11e;APPROVED;Not Applicable;2025-05-27T16:26:07.007000Z;2025-05-27T16:37:31.084000Z;2025-05-27T16:37:33.615000Z;2025-05-27T16:37:31.827525Z;685.0;72AAC84F;2029;English;27;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6835ec62c5cb21ea63505bdf;6447b9633f4b280aad385306;APPROVED;Not Applicable;2025-05-27T16:46:30.855000Z;2025-05-27T16:53:50.645000Z;2025-06-02T08:38:48.777000Z;2025-05-27T16:53:51.700053Z;440.0;72AAC84F;946;English;34;Female;Asian;United Kingdom;United Kingdom;United Kingdom;English;DATA_EXPIRED;DATA_EXPIRED
6835df147874391964e2a4fb;61290a6d15caaf4829964185;RETURNED;Not Applicable;2025-05-27T15:50:12.604000Z;;;;;;565;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED
6835df45c246e0c278d3ab72;65ccc7e766127e24c9e313a2;RETURNED;Not Applicable;2025-05-27T16:00:29.127000Z;;;;;;1276;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED
6835e032671b903be1d6c072;629f6b8c65fcae219e245284;RETURNED;Not Applicable;2025-05-27T16:04:26.074000Z;;;;;;3701;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED
6835e06afdea630104e178b9;664df024c7ce709382bea0ed;RETURNED;Not Applicable;2025-05-27T15:55:31.408000Z;;;;;;1199;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED;CONSENT_REVOKED